timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
6.720,-9.591640,-0.411750,0.091500,-5.595625,1.575000,13.103126
6.740,-9.508070,-0.406870,0.085400,-7.280000,1.465625,14.927501
6.760,-9.426941,-0.425780,0.112240,-8.885626,-1.588125,17.014376
6.780,-9.571510,-0.544120,0.139080,-9.038751,-2.038750,17.368752
6.800,-9.524541,-0.498370,0.090890,-8.491876,-1.137500,17.797501
6.820,-9.412910,-0.378200,0.079300,-8.505000,0.240625,18.055626
6.840,-9.450121,-0.361730,0.071370,-8.264376,0.293125,17.972502
6.860,-9.553821,-0.323300,0.039040,-5.976250,1.798125,18.821251
6.880,-9.486111,-0.285480,0.053070,-5.565000,2.279375,19.810001
6.900,-9.500140,-0.260470,0.039650,-6.798750,3.346875,21.625626
6.920,-9.589200,-0.246440,-0.028670,-6.982501,4.777500,23.664375
6.940,-9.539181,-0.242780,-0.050630,-7.105000,5.993750,26.096876
6.960,-9.452560,-0.188490,-0.109800,-7.936250,7.424376,30.913752
6.980,-9.459270,-0.198860,-0.111630,-7.927500,7.949375,33.674377
7.000,-9.334220,-0.220210,-0.025010,-6.982501,5.486250,39.536877
7.020,-9.400101,-0.260470,0.065880,-5.823125,1.242500,41.466251
7.040,-9.548940,-0.247050,0.113460,-4.151875,-3.994375,45.574379
7.060,-9.606891,-0.226310,0.164700,-3.841250,-5.403125,47.617504
7.080,-9.603841,-0.239120,0.238510,-4.055625,-9.082500,48.960629
7.100,-9.655081,-0.219600,0.274500,-4.655000,-9.371250,47.783752
7.120,-9.534301,-0.128100,0.218990,-6.208125,-8.732500,46.571877
7.140,-9.388511,-0.087840,0.214720,-9.248751,-12.407500,48.711254
7.160,-9.508070,-0.209230,0.232410,-9.318750,-16.003750,49.472504
7.180,-9.688631,-0.308050,0.077470,-6.995625,-18.681252,49.087502
7.200,-9.687410,-0.168360,-0.153720,-6.864375,-16.856876,49.275627
7.220,-9.606280,-0.206180,-0.384910,-11.165001,-8.601251,52.325001
7.240,-9.605671,-0.304390,-0.420900,-13.155625,-4.830000,54.149376
7.260,-9.705101,-0.391010,-0.418460,-13.636876,0.490000,55.151253
7.280,-9.585541,-0.405040,-0.398330,-13.015626,1.789375,54.271877
7.300,-9.599570,-0.353190,-0.322080,-13.002501,2.310000,51.926876
7.320,-9.598960,-0.216550,-0.229360,-15.548751,4.974375,46.366253
7.340,-9.586761,-0.109190,-0.212280,-17.018751,7.630001,43.736877
7.360,-9.518440,0.136640,-0.264740,-19.083752,12.394376,43.421879
7.380,-9.533080,0.200080,-0.317810,-18.921875,13.759376,46.655003
