timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
77.900,-9.512341,0.037210,0.710650,-0.078750,0.848750,-0.052500
77.920,-9.501360,0.040870,0.722240,-0.087500,0.853125,-0.035000
77.940,-9.483670,0.035990,0.716750,-0.113750,0.778750,-0.096250
77.960,-9.497701,0.030500,0.723460,-0.126875,0.835625,-0.056875
77.980,-9.499530,0.031110,0.724070,-0.144375,0.840000,-0.035000
78.000,-9.496481,0.041480,0.727730,-0.118125,0.835625,-0.035000
78.020,-9.498311,0.048190,0.724680,-0.118125,0.875000,-0.091875
78.040,-9.498921,0.047580,0.716140,-0.126875,0.809375,-0.105000
78.060,-9.494651,0.046970,0.732610,-0.131250,0.826875,-0.061250
78.080,-9.507461,0.040870,0.725290,-0.113750,0.853125,-0.056875
78.100,-9.494651,0.040260,0.728340,-0.070000,0.752500,-0.074375
78.120,-9.498311,0.032940,0.721630,-0.105000,0.826875,-0.048125
78.140,-9.492210,0.037210,0.722850,-0.048125,0.910000,-0.070000
78.160,-9.501970,0.048190,0.722850,-0.126875,0.879375,-0.039375
78.180,-9.508680,0.042090,0.724680,-0.126875,0.770000,-0.039375
78.200,-9.498921,0.034160,0.714920,-0.087500,0.844375,-0.043750
78.220,-9.509900,0.034770,0.713090,-0.109375,0.875000,-0.061250
78.240,-9.507461,0.038430,0.719800,-0.161875,0.813750,-0.074375
78.260,-9.490381,0.040870,0.708820,-0.140000,0.848750,-0.035000
78.280,-9.510510,0.037210,0.723460,-0.118125,0.866250,-0.091875
78.300,-9.493431,0.038430,0.722240,-0.135625,0.883750,-0.083125
78.320,-9.497090,0.047580,0.724680,-0.157500,0.818125,-0.070000
78.340,-9.497701,0.046970,0.722850,-0.100625,0.805000,-0.065625
78.360,-9.489161,0.042090,0.724070,-0.126875,0.848750,-0.096250
78.380,-9.487331,0.033550,0.726510,-0.078750,0.879375,-0.035000
78.400,-9.486721,0.042700,0.736880,-0.052500,0.809375,-0.048125
78.420,-9.498921,0.032330,0.736880,-0.153125,0.840000,-0.048125
78.440,-9.490991,0.029890,0.729560,-0.126875,0.879375,-0.052500
78.460,-9.497701,0.038430,0.725290,-0.144375,0.835625,-0.078750
78.480,-9.497701,0.042090,0.717970,-0.105000,0.848750,-0.052500
78.500,-9.498921,0.047580,0.714310,-0.109375,0.778750,-0.070000
78.520,-9.495260,0.051240,0.713090,-0.087500,0.879375,-0.061250
78.540,-9.494651,0.046360,0.721630,-0.135625,0.822500,-0.083125
78.560,-9.500140,0.048190,0.717360,-0.061250,0.905625,-0.109375
78.580,-9.508680,0.038430,0.710040,-0.078750,0.875000,-0.074375
78.600,-9.492821,0.035990,0.718580,-0.105000,0.866250,-0.039375
78.620,-9.490381,0.034160,0.713700,-0.113750,0.848750,-0.078750
78.640,-9.508680,0.038430,0.726510,-0.113750,0.826875,-0.074375
78.660,-9.496481,0.051850,0.724070,-0.100625,0.818125,-0.078750
78.680,-9.501360,0.051850,0.725900,-0.144375,0.835625,-0.039375
78.700,-9.506241,0.048800,0.735050,-0.122500,0.844375,-0.030625
78.720,-9.480620,0.048190,0.725290,-0.109375,0.822500,-0.065625
78.740,-9.511120,0.045140,0.722850,-0.109375,0.805000,-0.070000
78.760,-9.498311,0.037820,0.730780,-0.078750,0.818125,-0.083125
78.780,-9.489161,0.039040,0.713090,-0.140000,0.818125,-0.105000
78.800,-9.495871,0.040260,0.716140,-0.083125,0.861875,-0.091875
78.820,-9.503800,0.037210,0.714920,-0.135625,0.826875,-0.056875
78.840,-9.499530,0.040260,0.724070,-0.061250,0.896875,-0.087500
78.860,-9.492210,0.034770,0.716140,-0.140000,0.866250,-0.070000
78.880,-9.507461,0.042700,0.709430,-0.100625,0.914375,-0.078750
78.900,-9.499530,0.044530,0.714310,-0.122500,0.892500,-0.065625
78.920,-9.492821,0.050020,0.716750,-0.118125,0.896875,-0.100625
78.940,-9.508680,0.039040,0.728340,-0.096250,0.866250,-0.026250
78.960,-9.501360,0.043310,0.726510,-0.100625,0.857500,-0.100625
78.980,-9.494040,0.046360,0.722240,-0.078750,0.826875,-0.083125
79.000,-9.509291,0.045140,0.718580,-0.113750,0.857500,-0.035000
79.020,-9.500140,0.042090,0.722240,-0.140000,0.778750,-0.026250
79.040,-9.505020,0.039040,0.723460,-0.122500,0.883750,-0.056875
79.060,-9.494040,0.035380,0.724680,-0.118125,0.901250,-0.065625
79.080,-9.500751,0.025010,0.730170,-0.087500,0.861875,-0.008750
79.100,-9.505020,0.033550,0.726510,-0.087500,0.875000,-0.061250
79.120,-9.494651,0.045140,0.715530,-0.153125,0.826875,-0.074375
79.140,-9.505020,0.049410,0.723460,-0.122500,0.822500,-0.105000
79.160,-9.496481,0.055510,0.716750,-0.078750,0.840000,-0.061250
79.180,-9.501360,0.046360,0.705770,-0.135625,0.809375,-0.105000
79.200,-9.505630,0.043920,0.717360,-0.091875,0.822500,-0.052500
79.220,-9.497090,0.045750,0.718580,-0.118125,0.818125,-0.039375
79.240,-9.503800,0.030500,0.722240,-0.122500,0.896875,-0.091875
79.260,-9.500751,0.035380,0.723460,-0.105000,0.848750,-0.078750
79.280,-9.497701,0.040870,0.732610,-0.131250,0.857500,-0.074375
79.300,-9.497701,0.036600,0.732610,-0.091875,0.831250,-0.087500
79.320,-9.500140,0.043310,0.724070,-0.105000,0.831250,-0.083125
79.340,-9.503800,0.043920,0.721020,-0.061250,0.822500,-0.061250
79.360,-9.502581,0.044530,0.718580,-0.122500,0.844375,-0.039375
79.380,-9.497090,0.040870,0.722240,-0.161875,0.787500,-0.091875
79.400,-9.492210,0.036600,0.724070,-0.175000,0.774375,-0.043750
79.420,-9.493431,0.045140,0.716750,-0.113750,0.879375,-0.052500
79.440,-9.502581,0.045140,0.719800,-0.083125,0.818125,-0.030625
79.460,-9.509291,0.050020,0.717970,-0.148750,0.870625,-0.078750
79.480,-9.489771,0.037820,0.727120,-0.083125,0.879375,-0.039375
79.500,-9.497090,0.032940,0.721630,-0.148750,0.875000,-0.035000
79.520,-9.504411,0.039650,0.716750,-0.109375,0.835625,-0.061250
79.540,-9.505020,0.038430,0.721630,-0.135625,0.822500,-0.070000
79.560,-9.497701,0.053070,0.721020,-0.126875,0.822500,-0.056875
79.580,-9.492210,0.048800,0.722240,-0.083125,0.896875,-0.091875
79.600,-9.503191,0.041480,0.721630,-0.056875,0.840000,-0.105000
79.620,-9.494040,0.051240,0.723460,-0.100625,0.787500,-0.043750
79.640,-9.496481,0.039650,0.723460,-0.078750,0.809375,-0.061250
79.660,-9.493431,0.039040,0.724070,-0.056875,0.805000,-0.100625
79.680,-9.492210,0.037820,0.725290,-0.109375,0.870625,-0.056875
79.700,-9.503191,0.032330,0.726510,-0.048125,0.835625,-0.070000
79.720,-9.484891,0.032330,0.733830,-0.091875,0.844375,-0.074375
79.740,-9.508680,0.039650,0.725290,-0.056875,0.791875,-0.026250
79.760,-9.487331,0.036600,0.714310,-0.100625,0.844375,-0.056875
79.780,-9.495871,0.049410,0.725290,-0.166250,0.853125,-0.061250
79.800,-9.494651,0.053070,0.711260,-0.135625,0.892500,-0.035000
79.820,-9.486721,0.042700,0.714920,-0.091875,0.853125,-0.035000
79.840,-9.496481,0.040870,0.711260,-0.105000,0.844375,-0.074375
79.860,-9.506241,0.045140,0.724680,-0.096250,0.752500,-0.113750
79.880,-9.483061,0.035990,0.728950,-0.157500,0.813750,-0.065625
79.900,-9.495260,0.036600,0.720410,-0.061250,0.805000,-0.052500
79.920,-9.508070,0.039040,0.724680,-0.113750,0.818125,-0.065625
79.940,-9.501360,0.042700,0.720410,-0.083125,0.848750,-0.056875
79.960,-9.501360,0.042700,0.719190,-0.100625,0.910000,-0.100625
79.980,-9.492210,0.039040,0.726510,-0.083125,0.888125,-0.061250
80.000,-9.497090,0.040260,0.707600,-0.144375,0.883750,-0.070000
80.020,-9.509900,0.037210,0.708820,-0.126875,0.805000,-0.074375
80.040,-9.509900,0.040260,0.709430,-0.100625,0.861875,-0.109375
80.060,-9.482450,0.036600,0.719190,-0.096250,0.765625,-0.100625
80.080,-9.483670,0.029890,0.720410,-0.070000,0.840000,-0.074375
80.100,-9.501970,0.053680,0.732000,-0.096250,0.774375,-0.105000
80.120,-9.507461,0.037820,0.738100,-0.192500,0.896875,-0.074375
80.140,-9.488550,0.044530,0.726510,-0.144375,0.901250,-0.035000
80.160,-9.503800,0.035990,0.735660,-0.140000,0.822500,-0.017500
80.180,-9.489771,0.049410,0.730170,-0.056875,0.870625,-0.109375
80.200,-9.490991,0.037210,0.741760,-0.153125,0.796250,-0.096250
80.220,-9.500140,0.040870,0.723460,-0.135625,0.787500,-0.083125
80.240,-9.494651,0.040260,0.717360,-0.122500,0.840000,-0.061250
80.260,-9.506850,0.057950,0.705770,-0.056875,0.813750,-0.091875
80.280,-9.483061,0.039650,0.716750,-0.078750,0.783125,-0.039375
